Title,Year,Source.title,Authors,Affiliations,AuthorID,Abstract,AIKeywords,Index.Keywords,EID,DOI,Country,KeywordsCorrected
A SIMPLE AND RAPID EVALUATION OF EXPLOSIVE PERFORMANCE THE DISC ACCELERATION EXPERIMENT,2015,"Propellants, Explosives, Pyrotechnics","Lorenz K.T., Lee E.L., Chambers R.","Energetic Materials Center, Lawrence Livermore National Laboratory, Livermore, CA, USA",57196684449;22988956300;55842978300;,IT IS CRUCIAL IN THE DEVELOPMENT OF A NEW EXPLOSIVE TO OBTAIN AN EVALUATION OF PERFORMANCE EARLY IN THE PROCESS WHEN THE AVAILABILITY OF MATERIAL IS LIMITED EVALUATION REQUIRES DYNAMIC MEASUREMENTS OF DETONATION VELOCITY PRESSURE AND EXPANSION ENERGY TYPICALLY IN SEPARATE EXPERIMENTS THAT REQUIRE LARGE AMOUNTS OF MATERIAL TIME AND EXPENSE THERE IS ALSO A NEED FOR EVALUATION OF THE TOTAL AVAILABLE THERMODYNAMIC ENERGY THE DYNAMIC EVALUATIONS IN PARTICULAR HAVE BEEN A MAJOR HINDRANCE TO DEVELOPMENT OF NEW EXPLOSIVES THE NEW EXPERIMENTAL TESTING METHOD TO BE DESCRIBED HERE REQUIRES SMALL CHARGES AND OBTAINS ACCURATE MEASUREMENT OF ALL THREE OF THE DETONATION PERFORMANCE CHARACTERISTICS IN A SINGLE TEST THE DESIGN A DISC ACCELERATION EXPERIMENT DAX PROVIDES AN INITIAL CONDITION OF STEADY DETONATION AND A CHARGE GEOMETRY AMENABLE TO 2D HYDRODYNAMIC SIMULATIONS THE VELOCITY HISTORY OF A METAL DISK ATTACHED TO THE END OF THE EXPLOSIVE CHARGE IS MEASURED WITH PHOTONIC DOPPLER VELOCIMETRY PDV THIS DISC VELOCITY DATA IS ANALYZED TO GIVE BOTH CJ PRESSURE AND EXPANSION ENERGY THE DETONATION VELOCITY IS OBTAINED WITH PROBES ALONG THE CHARGE LENGTH THE EXPERIMENTS AND SUBSEQUENT ANALYSES ARE CONCENTRATED ON LX 16 A KNOWN PETN BASED EXPLOSIVE FOR THE PURPOSE OF ESTABLISHING THE ACCURACY OF THE METHOD AND TO PROVIDE A STANDARD FOR COMPARISON WITH OTHER EXPLOSIVES WE PRESENT DETAILS OF THE EXPERIMENTAL DESIGN AND ALSO DETONATION VELOCITY AND PDV RESULTS FROM A NUMBER OF EXPERIMENTS THE TOTAL AVAILABLE INTERNAL ENERGY FOR THE EXPLOSIVE WAS OBTAINED FROM PUBLISHED DETONATION CALORIMETRY MEASUREMENTS BY ORNELLAS 1 AND FROM THERMODYNAMIC EQUILIBRIUM CALCULATIONS AN EQUATION OF STATE EOS FOR LX 16 WAS DERIVED FROM HYDRODYNAMIC SIMULATIONS OF THIN PLATE PUSH VELOCITY TIME DATA WE WILL SHOW A SUCCESSFUL COMPARISON WITH A PREVIOUSLY PUBLISHED JONES WILKINS LEE JWL EOS FOR PETN BY GREEN AND LEE 2 4 2015 WILEY VCH VERLAG GMBH CO KGAA ,CJ pressure; Detonation; Disc acceleration experiment (DAX); Equation-of-state; PETN,Design of experiments; Detonation; Equations of state; Fluid dynamics; Hydrodynamics; Testing; Velocity; Detonation performance; Disc acceleration experiment (DAX); Equation of state; Explosive performance; Hydrodynamic simulation; PETN; Photonic doppler velocimetry; Thermodynamic equilibrium calculation; Explosives,2-s2.0-84923873338,10.1002/prep.201400081,USA,CJ PRESSURE DETONATION DISC ACCELERATION EXPERIMENT DAX EQUATION OF STATE PENTAERYTHRITOL TETRANITRATE PETN 
A STATISTICAL HOT SPOT REACTION RATE MODEL FOR SHOCK INITIATION OF POLYMER BONDED EXPLOSIVES,2021,"Propellants, Explosives, Pyrotechnics","Bai Z.-L., Duan Z.-P., Wang X.-J., Huang F.-L.","State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China",57192303325;22940147800;56487237600;7401516511;,A STATISTICAL HOT SPOT REACTION RATE MODEL FOR SHOCK INITIATION AND DETONATION OF HETEROGENEOUS SOLID EXPLOSIVES IS DEVELOPED TO DEVOTE A PHYSICALLY REALISTIC DESCRIPTION OF THE FORMATION GROWTH OR COALESCENCE OF HOT SPOTS COMBUSTION AND RAPID TRANSITION TO DETONATION ONE OF THE MOST SIGNIFICANT ADVANTAGES OF THE STATISTICAL MODEL IS THAT IT PREDICTS WELL THE INFLUENCE OF MESOSCOPIC VOID SIZE DISTRIBUTION AND CRITICAL SIZE OF ACTIVATED HOT SPOTS ON THE SHOCK INITIATION AND DETONATION GROWTH OF PBXS THE CALCULATED PRESSURE HISTORIES IN BOTH TATB BASED LX 17 AND HMX BASED PBX9501 ARE FOUND TO BE IN GOOD AGREEMENT WITH THE EXPERIMENTAL DATA IT IS FOUND THAT THE SHOCK INITIATION BEHAVIOR OF THE HMX BASED PBX IS MAINLY CONTROLLED BY THE NUMBER DENSITY OF HOT SPOTS AND SHOWS AN ACCELERATED REACTION CHARACTERISTIC AND THAT OF THE TATB BASED PBX IS DETERMINED BY THE COMBUSTION REACTION PROCESS WHICH FEATURED BY A STABLE REACTION CHARACTERISTIC IT IS ALSO FOUND THAT THE VOID SIZE INSIDE THE EXPLOSIVE SHOULD BE RESTRICTED AS SMALL AS POSSIBLE TO EFFECTIVELY REDUCE THE INITIATION SENSITIVITY THE RESULTS COULD ADVANCE OUR KNOWLEDGE OF SHOCK INITIATION OF PBXS AND PROVIDE GUIDELINES FOR THE SYNTHESIS OF INSENSITIVE HIGH COMPOSITE EXPLOSIVES 2021 WILEY VCH GMBH,PBX explosives; shock initiation; statistical hot spot reaction rate model; void size distribution,Combustion; Detonation; Reaction rates; Statistics; Heterogeneous solid; Hotspots; PBX explosive; Polymer bonded explosives; Reaction characteristics; Reaction rate model; Shock detonation; Shock initiation; Statistical hot spot reaction rate model; Void size distribution; Size distribution,2-s2.0-85115824180,10.1002/prep.202100106,China,POLYMER BONDED EXPLOSIVE PBX SHOCK INITIATION STATISTICAL HOT SPOT REACTION RATE MODEL VOID SIZE DISTRIBUTION
A STEPWISE STRATEGY FOR THE SYNTHESIS OF HMX FROM 3 7 DIPROPIONYL 1 3 5 7 TETRAAZABICYCLO 3 3 1 NONANE,2018,"Propellants, Explosives, Pyrotechnics","Zhang Y., Xu Z., Ruan J., Wang X., Zhang L., Luo J.","School of Chemical Engineering, Nanjing University of Science and Technology, Nanjing, 210094, China, Gansu Yin Guang Chemical Industry Group Co Ltd, Baiyin, 730900, China",57195244067;57203500290;57203984220;57203989124;57208268615;55499848400;,1 3 5 7 TETRANITRO 1 3 5 7 TETRAAZACYCLOOCTANE HMX IS ONE OF THE MOST POWERFUL AND WIDELY USED EXPLOSIVES A NEW METHOD FOR THE SYNTHESIS OF HMX FROM 3 7 DIPROPIONYL 1 3 5 7 TETRAAZABICYCLO 3 3 1 NONANE DPPT WAS INVESTIGATED TWO IMPORTANT INTERMEDIATES 1 5 DIPROPIONYL 3 NITROSO 7 NITRO 1 3 5 7 TETRAAZACYCLOOCTANE DPNNO AND 1 5 DIPROPIONYL 3 7 DINITRO 1 3 5 7 TETRAAZACYCLOOCTANE DPDN WERE ISOLATED FROM THE REACTION MIXTURE THE REACTION MECHANISM INVOLVING A NITROLYSIS NITROSOLYSIS NITROLYSIS NITROLYSIS PROCESS WAS PROPOSED AND VERIFIED BY THE 1H NMR TRACKING BASED ON THE REACTION MECHANISM A STEPWISE METHOD TO PREPARE HMX FROM DPPT WAS DEVELOPED DPPT COULD BE EFFICIENTLY AND SMOOTHLY CONVERTED TO DPNNO IN RED FUMING NITRIC ACID WITH EXCELLENT YIELD UP TO 94 2 THE INFLUENCE FACTORS ON THE YIELDS OF HMX SUCH AS REACTION TEMPERATURE LOADING AMOUNTS OF N2O5 WERE INVESTIGATED UNDER THE OPTIMIZED CONDITIONS HMX WAS OBTAINED WITH A SATISFACTORY YIELD OF 85 0 THE OVERALL YIELD OF THE STEPWISE PROCEDURE WAS AS HIGH AS 80 0 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,DPDN; DPNNO; DPPT; HMX; nitrolysis; nitrosolysis,HMX; Reaction intermediates; DPDN; DPNNO; DPPT; nitrolysis; nitrosolysis; Explosives,2-s2.0-85053888932,10.1002/prep.201800193,China,DPDN DPNNO DPPT CYCLOTETRAMETHYLENE TETRANITRAMINE HMX NITROLYSIS NITROSOLYSIS
A STUDY ON CONSUMPTION AND CHARACTERIZATION OF STABILIZER CONTENT OF NEPE PROPELLANT VIA FTIR,2019,"Propellants, Explosives, Pyrotechnics","Tao T., Sui X., Li S., Wang N.","School of Aerospace Engineering, Beijing Institute of Technology, Beijing, 100081, China",57208582716;57206254978;35787398700;7404341137;,NITRATE ESTER PLASTICISED POLYETHER NEPE PROPELLANTS A KIND OF HIGH ENERGY SOLID PROPELLANT WERE TESTED FOR THEIR STABILIZER CONTENT AND FOURIER TRANSFORM INFRARED SPECTRUM FTIR TO STUDY THEIR AGEING PERFORMANCE ON THE ONE HAND A STABILIZER CONSUMPTION EQUATION CONTAINING THE AGEING TEMPERATURE STABILIZER CONTENT AND AGEING TIME WAS ESTABLISHED BY ANALYZING THE DATA OF STABILIZER CONTENT OF NEPE AGED AT HIGH TEMPERATURES 328 333 338 343 348 AND 353 K ON THE OTHER HAND IT WAS FOUND THAT THE SECOND DERIVATIVE SPECTRAL ABSORBANCE OF 1598 CM 1 HAS A HIGH LINEAR CORRELATION TO THE STABILIZER CONTENT OF NEPE PROPELLANT AND AN EQUATION WHICH CAN BE USED TO CALCULATE THE STABILIZER CONTENT OF NEPE WITH FTIR DATA WAS ESTABLISHED THEREAFTER TO PROVE THE UNIVERSALITY AND ACCURACY OF THESE TWO EQUATIONS FTIR TESTING OF NEPE AGED AT ROOM TEMPERATURE 298 K WAS CARRIED OUT ACCORDINGLY THE TWO OTHER EQUATIONS FOR STABILIZER CONSUMPTION AT ROOM TEMPERATURE WERE DERIVED BY THE FTIR DATA AND THE STABILIZER CONSUMPTION EQUATION RESPECTIVELY THEY WERE CONSISTENT AND THE UNIVERSALITY AND ACCURACY OF THESE EQUATIONS WERE PROVEN AND THE FEASIBILITY OF NON DESTRUCTIVE MONITORING METHODS FOR NEPE PROPELLANTS VIA FTIR WAS EXPERIMENTALLY VERIFIED 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,infrared spectrum; NEPE propellant; stabilizer content,Solid propellants; Ageing temperature; Fourier transform infrared spectrum(FTIR); Infrared spectrum; Linear correlation; NEPE propellant; Non-destructive monitoring; Second derivatives; Spectral absorbance; Fourier transform infrared spectroscopy,2-s2.0-85065172681,10.1002/prep.201800340,China,INFRARED SPECTRUM NEPE PROPELLANT STABILIZER CONTENT
A SYSTEMATIC METHOD TO DETERMINE AND TEST THE IGNITION AND GROWTH REACTIVE FLOW MODEL PARAMETERS OF A NEWLY DESIGNED POLYMER BONDED EXPLOSIVE,2018,"Propellants, Explosives, Pyrotechnics","Li X., Sun Y., Zhao H., Xiao Y., Cai X., Zhang Q., Zhang W.","Department of Astronautic Science and Mechanics, Harbin Institute of Technology, Harbin, 150001, China, College of Mechatronic Engineering, North University of China, Taiyuan, 030051, China, School of Science, North University of China, Taiyuan, 030051, China",57006539700;55022186700;57207407204;57143162000;56103641900;7406715340;56204225000;,IN THIS PAPER A SYSTEMATIC METHOD TO DETERMINE AND TEST THE IGNITION AND GROWTH REACTIVE FLOW MODEL PARAMETERS OF A NEW ENERGETIC MATERIAL PBX 1314 60 WEIGHT RDX 16 WEIGHT ALUMINUM AND 24 WEIGHT HTPB IS PRESENTED CYLINDER TEST AND SHOCK INITIATION EXPERIMENTS ARE PERFORMED TO STUDY THE SHOCK INITIATION PROPERTY OF THE EXPLOSIVE IGNITION AND GROWTH PARAMETERS ARE DETERMINED BASED ON THE EXPERIMENTAL DATA TEST OF THE OBTAINED PARAMETERS IS PERFORMED BY THE COMPARISON OF THE REACTION FRACTION IN THE IMPACT INITIATION AND ENERGY RELEASE EXPERIMENTS AND THE CORRESPONDING NUMERICAL SIMULATIONS THE SIMULATION RESULTS REVEAL THAT THE PROCEEDING OF REACTION AND ENERGY RELEASE ARE UNSTEADY AND INHOMOGENEOUS PRESSURE DECLINE QUENCHES THE REACTION IN THE IMPACT LAYER OF THE SPECIMEN ALTHOUGH THE IMPACT PRESSURE IS MORE THAN 7 GPA WAVE REFLECTION AND SUPERPOSITION STRENGTHEN THE PRESSURE IN THE TOP OF THE SPECIMEN AND TRIGGERS DETONATION 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Cylinder test; Ignition and growth reactive flow model; Polymer-bonded explosives; Shock initiation experiment; Unsteady reaction,Computational fluid dynamics; Cylinders (shapes); Initiators (explosives); Cylinder tests; Polymer bonded explosives; Reactive flow model; Shock initiation; Unsteady reaction; Explosives,2-s2.0-85053331267,10.1002/prep.201800104,China,CYLINDER TEST IGNITION AND GROWTH REACTIVE FLOW MODEL POLYMER BONDED EXPLOSIVE PBX SHOCK INITIATION EXPERIMENT UNSTEADY REACTION
A THEORETICAL METHOD TO COMPARE RELATIVE BULK THERMAL SENSITIVITIES OF SEVERAL COMMON HIGH EXPLOSIVES,2020,"Propellants, Explosives, Pyrotechnics",Lee P.R.,"8, Upton Quarry, Langton Green, Tunbridge Wells, Kent  TN3 0HA, UK",15135973100;,SIMULTANEOUS NUMERICAL SOLUTIONS OF THE SECOND AND FIRST ORDER PARTIAL DIFFERENTIAL EQUATIONS DESCRIBING THE FIRST ORDER DECOMPOSITION OF SEVEN EXPLOSIVES ARE PRESENTED THE SOLUTIONS WERE USED TO COMPARE THE CRITICAL RATES OF HEAT PRODUCTION PER UNIT MASS OF EACH MATERIAL THE LOWER SUCH A RATE IS THE MORE SENSITIVE IS THE EXPLOSIVE THE RELATIVE SENSITIVITIES OF TETRYL PETN RDX TNT HMX AND TATB ARE AS MIGHT HAVE BEEN PREDICTED HOWEVER PBX9404 SHOWS APPARENTLY ENHANCED THERMAL SENSITIVITY COMPARED WITH THESE SIX EXPLOSIVES THIS PROVIDES A WARNING THAT SOME MODERN LOW VULNERABILITY COMPOSITE EXPLOSIVES BASED PARTLY ON PROPELLANT INGREDIENTS MIGHT CONSTITUTE ENHANCED THERMAL THREATS 2020 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Critical conditions; Partial differential equations; Simultaneous; Theoretical; Thermal initiation; Thermal power density,Composite propellants; Composite explosive; First order partial differential equations; High explosives; Numerical solution; Propellant ingredient; Relative sensitivity; Theoretical methods; Thermal sensitivity; Explosives,2-s2.0-85085582219,10.1002/prep.202000048,UK,CRITICAL CONDITIONS PARTIAL DIFFERENTIAL EQUATIONS SIMULTANEOUS THEORETICAL THERMAL INITIATION THERMAL POWER DENSITY
A THERMAL STUDY OF A SIMPLE AL CUO PYROTECHNIC CRACKLE COMPOSITION,2019,"Propellants, Explosives, Pyrotechnics",Harrison R.,"Avenue Research, Avenue House, The Avenue, Flitwick, MK 45 1BP, UK",57206720490;,THE REACTION TEMPERATURE IN IGNITED SAMPLES OF A NOVEL CHEMICALLY SIMPLE PYROTECHNIC CRACKLE COMPOSITION WAS MONITORED AT 1 MS INTERVALS BY MEANS OF A SMALL EMBEDDED THERMOCOUPLE ANALYSIS OF THE RESULTS REVEALS THAT AN EXOTHERMIC REACTION IS DETECTABLE AT TEMPERATURES AS LOW AS 500 K THE REACTION IS FOUND TO PROGRESS IN AT LEAST THREE AND PROBABLY FOUR STEPS THAT CORRELATE WELL WITH SIMILAR FINDINGS FROM THE STUDY OF NANOCOMPOSITES OF THE SAME COMPOSITION THE FIRST TWO STEPS ARE SHOWN TO BE ASSOCIATED WITH THE CRACKLE S DELAY PHASE THE TRANSITION TO THE EXPLOSIVE PHASE IS SHOWN TO OCCUR AT A TEMPERATURE SIGNIFICANTLY ABOVE THE MELTING POINT OF ALUMINUM BEING TRIGGERED AT OR BEYOND THE TEMPERATURE OF OPERATION OF THE THIRD REACTION STEP THE RESULTS PROVIDE A BEHAVIORAL BASELINE FOR THE FUTURE STUDY OF MORE COMPLEX CRACKLE COMPOSITIONS 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Al?CuO thermite; Ignition; Micron particles; Pyrotechnic crackle,Ignition; Thermocouples; Embedded thermocouples; Pyrotechnic crackle; Reaction steps; Reaction temperature; Thermal study; Thermites; Copper oxides,2-s2.0-85061902475,10.1002/prep.201800291,UK,AL CUO THERMITE IGNITION MICRON PARTICLES PYROTECHNIC CRACKLE
A WHOLE EXPLOSIVE DISPERSION PROCESS PREDICTION MODEL FOR FUEL CLOUDS,2020,"Propellants, Explosives, Pyrotechnics","Chen X., Wang Z., Liu Y.","State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China, College of Environment and Chemical Engineering, Sichuan University of Science & Engineering, Zigong, 643002, China, Commercial vehicle technology center, SAIC Motor Corp Ltd, Shanghai, 200041, China",57211799828;55857916300;57215428516;,THE STUDY OF THE LIQUIDS AND GRANULAR MATERIALS DISPERSED BY HIGH EXPLOSIONS IS OF GREAT SIGNIFICANCE IN THE FUEL AIR EXPLOSION AND PETROCHEMICAL FIELDS HOWEVER THERE IS MINIMAL DYNAMIC DISPERSAL RESEARCH AT HIGH SPEED THEREFORE THE NUMERICAL CALCULATION METHODS OF EXPLOSIVE DISPERSION HAVE BECOME A PRIORITY A MODEL IS PROPOSED THAT CAN PREDICT THE CHARACTERISTICS OF THE EXPLOSIVE DISPERSAL FOR FUEL BOTH IN THE NEAR FIELD AND THE FAR FIELD THEN THE BASIC LAWS OF THE FUEL CLOUD FORMED DURING EXPLOSIVE DISPERSAL ARE DERIVED THE MODEL IS CONSTRUCTED BY SIX PARTS OF DIFFERENT PROCESSES WITH THE CHARACTERISTICS OBTAINED BY TRACKING THE FUEL DROPLETS OR PARTICLES AND CALCULATING THEIR VELOCITY DISPLACEMENT MASS AND PARTICLE SIZE THIS MODEL IS VALIDATED USING TWO SETS OF EXPERIMENTAL DATA CONSISTING OF DYNAMIC FUEL DISPERSION AND STATIC FUEL DISPERSION THAT FIT THE MODEL WELL 2020 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Dynamic fuel dispersion; Explosive dispersion; Heterogeneous explosive; Particle jets; Predictive model,Dispersions; Explosives; Numerical methods; Particle size; Explosive dispersion; Fuel dispersion; Heterogeneous explosives; Particle jets; Predictive modeling; Fuels,2-s2.0-85080896249,10.1002/prep.201900318,China,DYNAMIC FUEL DISPERSION EXPLOSIVE DISPERSION HETEROGENEOUS EXPLOSIVE PARTICLE JETS PREDICTIVE MODEL
ABL AND BAM FRICTION ANALYSIS COMPARISON,2015,"Propellants, Explosives, Pyrotechnics","Warner K.F., Sandstrom M.M., Brown G.W., Remmers D.L., Phillips J.J., Shelley T.J., Reyes J.A., Hsu P.C., Reynolds J.G.","Naval Surface Warfare Center, Indian Head Explosive Ordnance Disposal Technology Division (IHEODTD)MD, USA, Los Alamos National Laboratory (LANL), Los Alamos, NM, USA, Sandia National Laboratories, Albuquerque, NM, USA, Bureau of Alcohol, Tobacco and Firearms, Redstone Arsenal, AL, USA, Applied Research Associates, Tyndall Air Force Base, FL, USA, Lawrence Livermore National Laboratory, Livermore, CA, USA",56022373000;55871121721;55493404600;56021726100;57198608222;56023377600;56818516500;9274481400;57216597918;,THE INTEGRATED DATA COLLECTION ANALYSIS IDCA PROGRAM HAS CONDUCTED A PROFICIENCY STUDY FOR SMALL SCALE SAFETY AND THERMAL SSST TESTING OF HOMEMADE EXPLOSIVES HMES DESCRIBED HERE IS A COMPARISON OF THE ALLEGHANY BALLISTIC LABORATORY ABL FRICTION DATA AND BUNDESANSTALT FÜR MATERIALFORSCHUNG UND PRÜFUNG BAM FRICTION DATA FOR 19 HME AND MILITARY STANDARD EXPLOSIVES TWO METHODS WERE EMPLOYED TO REDUCE THE DATA MODIFIED BRUCETON ANALYSIS F50 AND THE THRESHOLD INITIATION LEVEL ANALYSIS TIL THE STUDY PROVIDES A FULL LIST OF FRICTION SENSITIVITY DATA FOR THE 19 MATERIALS BY BOTH ABL AND BAM FRICTION TESTING EQUIPMENT SPECIFIC RESULTS HIGHLIGHT THE DIFFERENCES MORE THAN THE SIMILARITIES OF THE TWO METHODS PETN AND KCLO3 SUGAR MIXTURES EXHIBIT THE MOST SENSITIVITY OF THE MATERIALS STUDIED BY BOTH TESTING METHODS ON THE OTHER HAND H2O2 FUEL MIXTURES EXHIBIT NO SENSITIVITY IN ABL TESTING BUT EXHIBIT SOME SENSITIVITY IN BAM TESTING FOR THE UNI MIXTURES THE BEHAVIOR WAS THE OPPOSITE NO SENSITIVITY IN BAM BUT SOME SENSITIVITY IN ABL KCLO4 AL MIXTURES EXHIBIT HIGH SENSITIVITY IN THE ABL METHOD BUT ONLY MODERATE SENSITIVITY IN THE BAM METHOD OTHER DIFFERENCES ARE SEEN IN THE RELATIVE SENSITIVITIES UNDERSCORING THE DIFFERENCES IN THE MECHANISMS OF HOW EACH TEST METHOD OPERATES IN SOME CASES DATA COULD NOT BE ATTAINED BECAUSE OF THE PHYSICAL NATURE OF THE MATERIAL COMPARISON BETWEEN THE TWO FRICTION METHODS ON A MATERIAL BY MATERIAL BASIS USING ABSOLUTE VALUES NOT SURPRISINGLY YIELDED ESSENTIALLY NO SYSTEMATIC CORRELATIONS EVEN THE RELATIVE ORDER SHOWED LITTLE CORRELATION BETWEEN THE TWO METHODS THE DEPARTMENT OF HOMELAND SECURITY DHS FUNDED THIS EFFORT EACH PARTICIPATING TESTING LABORATORY USES IDENTICAL TEST MATERIALS AND PREPARATION METHODS HOWEVER THE TEST PROCEDURES DIFFER AMONG THE LABORATORIES THE TESTING PERFORMERS INVOLVED ARE LAWRENCE LIVERMORE NATIONAL LABORATORY LLNL LOS ALAMOS NATIONAL LABORATORY LANL NAVAL SURFACE WARFARE CENTER INDIAN HEAD DIVISION EXPLOSIVE ORDNANCE DISPOSAL TECHNOLOGY NSWC IHEODTD SANDIA NATIONAL LABORATORIES SNL AND AIR FORCE RESEARCH LABORATORY AFRL RXQL 2015 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,ABL friction; BAM friction; Friction; HME; Proficiency test; Round-robin test; Safety testing protocols; Small-scale safety testing,Explosives; Friction; Laboratories; Materials testing; Mixtures; Naval warfare; Research laboratories; Routers; Software testing; Tribology; HME; Proficiency tests; Round Robin test; Small scale; Testing protocols; Safety testing,2-s2.0-84938817463,10.1002/prep.201400196,USA,ABL FRICTION BAM FRICTION FRICTION HME PROFICIENCY TEST ROUND ROBIN TEST SAFETY TESTING PROTOCOLS SMALL SCALE SAFETY TESTING
ACTIVE AND PASSIVE OPTICAL FIBER METROLOGY FOR DETONATION VELOCITY MEASUREMENTS,2020,"Propellants, Explosives, Pyrotechnics","Quaresma J., Deimling L., Campos J., Mendes R.","Fraunhofer-Institut für Chemische Technologie (ICT), Joseph-von-Fraunhofer-Straße 7, Pfinztal, 76327, Germany, LEDAP/ADAI – Department of Mechanical Engineering, University of Coimbra, Rua Luís Reis, Santos, Coimbra, 3030–788, Portugal",57216250742;23108741200;7201617484;7102615123;,THE REACTION RATE OF AN EXPLOSIVE ALSO CALLED DETONATION VELOCITY IS THE EASIEST PARAMETER TO MEASURE AND ALSO ONE OF THE MOST IMPORTANT IN CHARACTERIZING THE PROCESS OF DETONATION FRONT PROPAGATION IN A 1D APPROACH THIS PAPER PRESENTS SOME PECULIARITIES THAT WERE OBSERVED DURING THE TESTING OF OUR PASSIVE ACTIVE OPTICAL METHODS TO MEASURE DETONATION VELOCITY BOTH METHODS WERE TESTED USING BARE OPTIC FIBER PROBES AND OPTIC FIBER PROBES PROTECTED WITH A STAINLESS STEEL TUBE THE ACTIVE OPTICAL METHOD USES A LASER WITH A WAVELENGTH OF 660 NM AND THE RECORDING SYSTEM CONTAINS A WINDOW FILTER THAT BLOCKS ANY RADIATION OUTSIDE THE WAVELENGTH RANGE OF 650 TO 665 NM A PLASTIC BONDED EXPLOSIVE BASED ON PETN SEISMOPLAST WAS USED TO TEST BOTH EXPERIMENTAL METHODS FOR RECTANGULAR CROSS SECTION CHARGES USING THE PASSIVE OPTICAL METHOD WITH THE TWO DIFFERENT PROBES THE DETONATION VELOCITIES OBTAINED RANGED FROM 7233 TO 7324 M S WITH STANDARD DEVIATIONS BETWEEN 1 1 AND 6 0 FOR THE ACTIVE OPTICAL METHOD THE EXPERIMENTAL RESULTS FOR DETONATION VELOCITY VARIED BETWEEN 7261 AND 7351 AND WERE OBTAINED WITH A STANDARD DEVIATION OF 0 6 TO 1 7 2020 THE AUTHORS PUBLISHED BY WILEY VCH VERLAG GMBH CO KGAA ,Detonation radiation; Detonation velocity; Laser light; Optical fibers; Seismoplast,Optical fibers; Probes; Statistics; Steel fibers; Tubular steel structures; Velocity; Detonation velocity; Experimental methods; Laser lights; Optical fiber metrology; Plastic bonded explosives; Rectangular cross-sections; Seismoplast; Stainless steel tube; Detonation,2-s2.0-85082958114,10.1002/prep.201900197,"Germany,Portugal",DETONATION RADIATION DETONATION VELOCITY LASER LIGHT OPTICAL FIBERS SEISMOPLAST
ADN AND HAN BASED MONOPROPELLANTS A MINIREVIEW ON COMPATIBILITY AND CHEMICAL STABILITY IN AQUEOUS MEDIA,2019,"Propellants, Explosives, Pyrotechnics","Freudenmann D., Ciezki H.K.","Institute of Space Propulsion, DLR – German Aerospace Center Lampoldshausen, Im Langen Grund, Hardthausen, 74239, Germany",36682190100;6507484983;,THIS ARTICLE GIVES A SHORT REVIEW ON COMPATIBILITY AND CHEMICAL STABILITY OF SELECTED AQUEOUS ADN AND HAN BASED ENERGETIC FORMULATIONS A BRIEF INTRODUCTION WILL OUTLINE ENERGETIC IONIC LIQUIDS EILS AS A NEW CLASS OF ENERGETIC MATERIALS WITH BENEFICIAL PHYSICAL CHEMICAL PROPERTIES WHICH MAKE THEM VALUABLE FOR APPLICATION IN PROPULSION TECHNOLOGIES EILS COMBINE THE ADVANTAGES OF E G LOW TOXICITY SHOWING EQUAL OR SUPERIOR PROPULSION POWER COMPARED TO THE STATE OF THE ART MONOPROPELLANT HYDRAZINE FOCUS IS SET ON OPEN ACCESS ADN AND HAN BASED MONOPROPELLANT FORMULATIONS THAT ARE E G REALIZED IN THE ADVANCED BLENDS LMP 103S FLP 106 OR LGP 1845 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Ammonium dinitramide; aqueous monopropellants; Energetic ionic liquids; Hydroxylammonium nitrate; metal compatibility; space technology,Ionic liquids; Monopropellants; Nitrogen compounds; Open access; Propulsion; Ammonium dinitramide; Energetic formulations; Energetic ionic liquids; Hydroxylammonium nitrate; Physical chemical property; Propulsion technology; Space technologies; State of the art; Chemical stability,2-s2.0-85070316958,10.1002/prep.201900127,Germany,AMMONIUM DINITRAMIDE ADN AQUEOUS MONOPROPELLANTS ENERGETIC IONIC LIQUIDS HYDROXYLAMMONIUM NITRATE METAL COMPATIBILITY SPACE TECHNOLOGY
