"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Domasevitch K.V.; Senchyk G.A.; Krautscheid H.","Domasevitch, Kostiantyn V. (7003690267); Senchyk, Ganna A. (24462883900); Krautscheid, Harald (56233914600)","7003690267; 24462883900; 56233914600","catena-Poly[[bis­(di­aqua­lithium)]-μ4-3,3′,5,5′-tetra­nitro-4,4′-bi­pyrazole-1,1′-diido]: a new moisture-insensitive alkali-metal energetic salt with a well-defined network structure","2023","Acta Crystallographica Section E: Crystallographic Communications","79","","","657","663","6","1","10.1107/S2056989023005339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169505937&doi=10.1107%2fS2056989023005339&partnerID=40&md5=6442422273e99c334caafd8e22260b3c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85169505937"
"Li Y.; Song S.-W.; Chen S.-T.; Wang K.-C.; Zhang Q.-H.","Li, Ying (57576349900); Song, Si-wei (57200449403); Chen, Si-tong (56593982500); Wang, Kang-cai (56043532300); Zhang, Qing-hua (55759006200)","57576349900; 57200449403; 56593982500; 56043532300; 55759006200","Facile synthesis of three low-sensitivity energetic materials based on pyrimidine backbones","2023","Energetic Materials Frontiers","4","1","","16","23","7","5","10.1016/j.enmf.2023.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151413538&doi=10.1016%2fj.enmf.2023.03.005&partnerID=40&md5=8932abaef7ebace9f255b4416e0c5a9f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85151413538"
"Benz M.; Klapötke T.M.; Kölbl N.; Kuch J.; Lenz T.; Parigi E.; Stierstorfer J.","Benz, Maximilian (56442177200); Klapötke, Thomas M. (7102225410); Kölbl, Niklas (58135028000); Kuch, Jürgen (58133823700); Lenz, Tobias (57203940546); Parigi, Ersel (58135228700); Stierstorfer, Jörg (22956620000)","56442177200; 7102225410; 58135028000; 58133823700; 57203940546; 58135228700; 22956620000","Melt Castable Derivatives of Pentaerythritol Tetranitrate","2023","Chemistry - A European Journal","29","22","e202204013","","","","4","10.1002/chem.202204013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149698545&doi=10.1002%2fchem.202204013&partnerID=40&md5=d461382fb338aee09c79d0b30fd23bb0","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85149698545"
"Nguyen P.C.H.; Nguyen Y.-T.; Seshadri P.K.; Choi J.B.; Udaykumar H.S.; Baek S.","Nguyen, Phong C. H (57669847600); Nguyen, Yen-Thi (57202649740); Seshadri, Pradeep K. (57202957737); Choi, Joseph B. (57215966114); Udaykumar, H.S. (57204260791); Baek, Stephen (57191200449)","57669847600; 57202649740; 57202957737; 57215966114; 57204260791; 57191200449","A Physics-Aware Deep Learning Model for Energy Localization in Multiscale Shock-To-Detonation Simulations of Heterogeneous Energetic Materials","2023","Propellants, Explosives, Pyrotechnics","48","4","e202200268","","","","11","10.1002/prep.202200268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150495537&doi=10.1002%2fprep.202200268&partnerID=40&md5=a475c1ca8bafd6e2f1f67d003bb72405","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150495537"
"Zhou Q.; Zhu L.; Cai R.; Li H.; Luo J.","Zhou, Qi (57735934700); Zhu, Longyi (57194028775); Cai, Rongbin (57218135923); Li, Huan (58431936100); Luo, Jun (55499848400)","57735934700; 57194028775; 57218135923; 58431936100; 55499848400","Synthesis of a new oxa-type cage-like energetic compound 4,4,8,8-tetranitro-2-oxaadamantane","2023","FirePhysChem","3","1","","11","15","4","8","10.1016/j.fpc.2022.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165544280&doi=10.1016%2fj.fpc.2022.09.002&partnerID=40&md5=60534fd00b413f251b04f3236d4d9b34","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85165544280"
"Hu Y.; Shi H.; Li T.; Cheng L.; Hu J.; Li X.; Wu J.; Chen L.; Qiu A.","Hu, Yujia (57209530189); Shi, Huantong (56092446300); Li, Tuan (57327832000); Cheng, Lun (59032123100); Hu, Jinliang (58147793600); Li, Xingwen (56038251500); Wu, Jian (58508964700); Chen, Li (57022301200); Qiu, Aici (55672452100)","57209530189; 56092446300; 57327832000; 59032123100; 58147793600; 56038251500; 58508964700; 57022301200; 55672452100","Underwater pressure waves generated by electrical exploding wire ignited energetic materials: Parametric study and formulation optimization","2023","Powder Technology","419","","118335","","","","4","10.1016/j.powtec.2023.118335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150388558&doi=10.1016%2fj.powtec.2023.118335&partnerID=40&md5=4dece1686beb108b1652b11b983dc193","Article","Final","","Scopus","2-s2.0-85150388558"
"Jing J.; Zhang X.; Gao L.; Gao F.; Huo H.; Shi S.; Cheng W.; Xu C.; Wang J.; An C.","Jing, Jianquan (57829982500); Zhang, Xiangyu (58247138400); Gao, Lei (58247138500); Gao, Fubing (58246591900); Huo, Hongbiao (57989878500); Shi, Songchao (58246803200); Cheng, Wangjian (57387758500); Xu, Chuanhao (57195353123); Wang, Jingyu (55742763700); An, Chongwei (16401020400)","57829982500; 58247138400; 58247138500; 58246591900; 57989878500; 58246803200; 57387758500; 57195353123; 55742763700; 16401020400","Continuous preparation of multi-scale HMX-based energetic composite microspheres by pipe-stream technology","2023","Powder Technology","426","","118640","","","","9","10.1016/j.powtec.2023.118640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159212843&doi=10.1016%2fj.powtec.2023.118640&partnerID=40&md5=03606e8c1d80c23399140b111c862822","Article","Final","","Scopus","2-s2.0-85159212843"
"Guo X.; Liang T.; Islam M.L.; Chen X.; Wang Z.","Guo, Xiaogang (56003286000); Liang, Taotao (57202688727); Islam, Md. Labu (57443023400); Chen, Xinxin (58161742100); Wang, Zheng (58161841600)","56003286000; 57202688727; 57443023400; 58161742100; 58161841600","Highly Reactive Thermite Energetic Materials: Preparation, Characterization, and Applications: A Review","2023","Molecules","28","6","2520","","","","14","10.3390/molecules28062520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151108598&doi=10.3390%2fmolecules28062520&partnerID=40&md5=b8c61097d79618c673ec97a80a418f45","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85151108598"
"Yu F.; Wu K.; Dai L.; He C.","Yu, Fei (57192807264); Wu, Kejun (36242772000); Dai, Liyan (7401499817); He, Chaohong (7402284803)","57192807264; 36242772000; 7401499817; 7402284803","Safety design of chemical processes containing diethyl ether - a case study of α-AlH3 preparation without oxygen and water; [含乙醚的化工过程安全设计-以无水无氧条件下 α-AlH3 的制备为例]","2023","Gao Xiao Hua Xue Gong Cheng Xue Bao/Journal of Chemical Engineering of Chinese Universities","37","3","","449","454","5","0","10.3969/j.issn.1003-9015.2023.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165495733&doi=10.3969%2fj.issn.1003-9015.2023.03.013&partnerID=40&md5=6462871dd5eb5f6009582ad1c71f465f","Article","Final","","Scopus","2-s2.0-85165495733"
"Zhou Y.; Shi J.; Henderson M.J.; Li X.; Tian F.; Duan X.; Tian Q.; Almásy L.","Zhou, Yan (58134445300); Shi, Jing (57219332227); Henderson, Mark Julian (56265033200); Li, Xiuhong (7501708442); Tian, Feng (57780190300); Duan, Xiaohui (55460274000); Tian, Qiang (12238797800); Almásy, László (7004843007)","58134445300; 57219332227; 56265033200; 7501708442; 57780190300; 55460274000; 12238797800; 7004843007","Densification of Two Forms of Nanostructured TATB under Uniaxial Die Pressures: A USAXS–SAXS Study","2023","Nanomaterials","13","5","869","","","","1","10.3390/nano13050869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149621939&doi=10.3390%2fnano13050869&partnerID=40&md5=c0a6978daed6ca60261966b3add23d3b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149621939"
"Yang J.; Bai T.; Guan J.; Li M.; Zhen Z.; Dong X.; Wang Y.; Wang Y.","Yang, Jing (57840558800); Bai, Tiantian (58337044700); Guan, Junxia (57825231800); Li, Minbei (58340366900); Zhen, Ziyu (58337721700); Dong, Xiangyi (58335739700); Wang, Yahui (58337721800); Wang, Yu (58335739800)","57840558800; 58337044700; 57825231800; 58340366900; 58337721700; 58335739700; 58337721800; 58335739800","Novel fluorine-containing energetic materials: how potential are they? A computational study of detonation performance","2023","Journal of Molecular Modeling","29","8","228","","","","3","10.1007/s00894-023-05618-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163982323&doi=10.1007%2fs00894-023-05618-0&partnerID=40&md5=bf0ea61bbf31e44bc6beb7518da2cc2f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85163982323"
"Choi J.B.; Nguyen P.C.H.; Sen O.; Udaykumar H.S.; Baek S.","Choi, Joseph B (57215966114); Nguyen, Phong C. H. (57669847600); Sen, Oishik (56237351700); Udaykumar, H.S. (57204260791); Baek, Stephen (57191200449)","57215966114; 57669847600; 56237351700; 57204260791; 57191200449","Artificial Intelligence Approaches for Energetic Materials by Design: State of the Art, Challenges, and Future Directions","2023","Propellants, Explosives, Pyrotechnics","48","4","e202200276","","","","7","10.1002/prep.202200276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150506706&doi=10.1002%2fprep.202200276&partnerID=40&md5=09230686759677c17fe5c999a199f578","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150506706"
"Zheng X.; Xue Y.; Dai C.; Yang H.; Cheng G.","Zheng, Xiaoxiao (57491615900); Xue, Yubing (57218144192); Dai, Changhao (55734608500); Yang, Hongwei (57071863200); Cheng, Guangbin (7401862416)","57491615900; 57218144192; 55734608500; 57071863200; 7401862416","The skeleton of 5,7-fused bicyclic imidazole-diazepine for heat-resistant energetic materials","2023","Defence Technology","27","","","193","199","6","4","10.1016/j.dt.2022.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139736239&doi=10.1016%2fj.dt.2022.09.003&partnerID=40&md5=cf17c19fe8942b2d4f607fc318b96753","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85139736239"
"Fu H.; Li M.; Guo M.; Tang H.; Zhang T.; Li H.","Fu, Han (57658369000); Li, Maogang (57211083631); Guo, Mengjun (57988418500); Tang, Hongsheng (7403124834); Zhang, Tianlong (55899836500); Li, Hua (36078771200)","57658369000; 57211083631; 57988418500; 7403124834; 55899836500; 36078771200","On-line Raman spectroscopy combined with multivariate curve resolution-alternating least squares (MCR-ALS) to investigate the synthesis mechanism of 3,5-diamino-1,2,4-triazole (DAT)","2023","Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy","289","","122231","","","","3","10.1016/j.saa.2022.122231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144089271&doi=10.1016%2fj.saa.2022.122231&partnerID=40&md5=bebe8b8ab7d6a8ecd12b8dc86fd35e15","Article","Final","","Scopus","2-s2.0-85144089271"
"Shang F.; Wang T.; Ma Y.; Lv M.","Shang, Fangjian (57214764092); Wang, Ting (57699255800); Ma, Yinhua (57200660685); Lv, Meiheng (57197824789)","57214764092; 57699255800; 57200660685; 57197824789","Theoretical insights into the synthesis mechanism of two amino-substituted derivatives of FOX-7","2023","International Journal of Quantum Chemistry","123","8","e27074","","","","1","10.1002/qua.27074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145393633&doi=10.1002%2fqua.27074&partnerID=40&md5=4f6235af1c32540605bfc945c4bb9c39","Article","Final","","Scopus","2-s2.0-85145393633"
"Dong Z.; Zhang G.; Liu Y.; Zou Y.; Hao X.; Zhang H.; Ye Z.","Dong, Zhen (57210375219); Zhang, Guofeng (57277084700); Liu, Yaxin (57857884800); Zou, Yongbin (58072744900); Hao, Xue (58071993600); Zhang, Huaqi (58130521900); Ye, Zhiwen (8370280600)","57210375219; 57277084700; 57857884800; 58072744900; 58071993600; 58130521900; 8370280600","Functionalized fused triazole-triazine: Novel multi-nitro compounds with various energetic functionalities","2023","Journal of Molecular Structure","1283","","135274","","","","2","10.1016/j.molstruc.2023.135274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149440526&doi=10.1016%2fj.molstruc.2023.135274&partnerID=40&md5=c0b88532758d3e941e8d2a154dce8572","Article","Final","","Scopus","2-s2.0-85149440526"
"Ren J.; Clements B.; Ma X.; Smith B.M.; Culp D.B.","Ren, Jinlian (57230334400); Clements, Brad (13302671100); Ma, Xia (7404549487); Smith, Brandon M. (55355042800); Culp, David B. (57223089440)","57230334400; 13302671100; 7404549487; 55355042800; 57223089440","Theoretical investigation of reactive burn in a highly cracked energetic material","2023","Combustion and Flame","252","","112736","","","","1","10.1016/j.combustflame.2023.112736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151399189&doi=10.1016%2fj.combustflame.2023.112736&partnerID=40&md5=4eceeb44d3b1eb3164b26fe88254a5ee","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85151399189"
"Wespiser C.; Mathieu D.","Wespiser, Clément (57191543785); Mathieu, Didier (7102702110)","57191543785; 7102702110","Application of Machine Learning to the Design of Energetic Materials: Preliminary Experience and Comparison with Alternative Techniques","2023","Propellants, Explosives, Pyrotechnics","48","4","e202200264","","","","10","10.1002/prep.202200264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146037285&doi=10.1002%2fprep.202200264&partnerID=40&md5=f8a2249c2b63a6c62ad92d5034df1034","Article","Final","","Scopus","2-s2.0-85146037285"
"Mao H.; Zhang X.; Cui R.; Zhang C.; Zhou X.","Mao, Huiqing (57359482000); Zhang, Xiandie (57218445567); Cui, Rui (57359852500); Zhang, Chun (57359119300); Zhou, Xiang (57110989200)","57359482000; 57218445567; 57359852500; 57359119300; 57110989200","Preparation of Si@PVDF composite microspheres by electrostatic spraying for enhanced energetic characteristics","2023","Combustion and Flame","252","","112740","","","","7","10.1016/j.combustflame.2023.112740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151471169&doi=10.1016%2fj.combustflame.2023.112740&partnerID=40&md5=8d573e668f9bb72d3d192fd19f023d77","Article","Final","","Scopus","2-s2.0-85151471169"
"Tang J.; Yang H.-W.; Cheng G.-B.","Tang, Jie (57208703150); Yang, Hong-wei (57071863200); Cheng, Guang-bin (7401862416)","57208703150; 57071863200; 7401862416","Nitrogen-rich tetracyclic-based heterocyclic energetic materials","2023","Energetic Materials Frontiers","4","2","","110","122","12","14","10.1016/j.enmf.2023.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160422709&doi=10.1016%2fj.enmf.2023.05.003&partnerID=40&md5=d2e22229d70f9c3eb8d6e93e1e5bb1e6","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85160422709"
"Zheng X.; Yan T.; Cheng G.; Yang H.","Zheng, Xiaoxiao (57491615900); Yan, Tingou (57211519430); Cheng, Guangbin (7401862416); Yang, Hongwei (57071863200)","57491615900; 57211519430; 7401862416; 57071863200","An advanced zwitterionic compound based on dinitropyrazole and 1,3,4-oxadiazole: Combining the high detonation performances and low sensitivities","2023","Chemical Engineering Journal","460","","141654","","","","8","10.1016/j.cej.2023.141654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147878898&doi=10.1016%2fj.cej.2023.141654&partnerID=40&md5=9e9e2fcc5520e33ee6fb8a399d52c945","Article","Final","","Scopus","2-s2.0-85147878898"
"Kotha S.; Salman M.; Lal S.; Rao Cheekatla S.; Ansari S.","Kotha, Sambasivarao (26540761700); Salman, Mohammad (58253150700); Lal, Sohan (57220548646); Rao Cheekatla, Subba (58139980100); Ansari, Saima (57211398153)","26540761700; 58253150700; 57220548646; 58139980100; 57211398153","Design and Synthesis of Nitro Cage Heterocycles as Energetic Materials Derived from Pentacycloundecane (PCUD) Systems","2023","Asian Journal of Organic Chemistry","12","4","e202300060","","","","3","10.1002/ajoc.202300060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149925050&doi=10.1002%2fajoc.202300060&partnerID=40&md5=6166a6fd38234dd79c8ace9fe7a82903","Article","Final","","Scopus","2-s2.0-85149925050"
