Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Saravanan A., Maruthapandi M., Das P., Ganguly S., Margel S., Luong J.H.T., Gedanken A.",35590831300;57202762029;57214659744;57218283880;7005692542;7101714338;35493918000;,"Applications of N-Doped Carbon Dots as Antimicrobial Agents, Antibiotic Carriers, and Selective Fluorescent Probes for Nitro Explosives",2020,ACS Applied Bio Materials,3,11,,8023,8031,,89,10.1021/acsabm.0c01104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097053157&doi=10.1021%2facsabm.0c01104&partnerID=40&md5=24e49ab06cf499ed81facd5c95991542,"Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel; Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel; School of Chemistry, University College Cork, Cork, T12 YN60, Ireland","Saravanan, A., Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel, Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel; Maruthapandi, M., Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel, Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel; Das, P., Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel, Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel; Ganguly, S., Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel, Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel; Margel, S., Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel, Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel; Luong, J.H.T., School of Chemistry, University College Cork, Cork, T12 YN60, Ireland; Gedanken, A., Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Bar-Ilan University, Ramat-Gan, 5290002, Israel, Department of Chemistry, Bar-Ilan University, Ramat-Gan, 5290002, Israel","2,4,6-trinitrophenol; antibacterial activity; drug delivery; fluorescence quenching; m-phenylenediamine; N@CDs",Antibiotics; Antimicrobial agents; Carbon; Controlled drug delivery; Doping (additives); Escherichia coli; Explosives; Fluorescence; Hydrothermal synthesis; Nitrogen; pH; Physiological models; Physiology; Quenching; Carbon and nitrogen; Fluorescence emission; Fluorescent probes; Hydrothermal process; Minimum inhibition concentrations; Nitrogen-doped carbons; Physiological condition; Selective analysis; Targeted drug delivery,"Gedanken, A.; Bar-Ilan Institute for Nanotechnology and Advanced Materials (BINA), Israel; email: gedanken@mail.biu.ac.il",Article,Final,,Scopus,2-s2.0-85097053157,,INTERPOL 2023,Explosives,Explosives
"Cardoso R.M., Castro S.V.F., Silva M.N.T., Lima A.P., Santana M.H.P., Nossol E., Silva R.A.B., Richter E.M., Paixão T.R.L.C., Muñoz R.A.A.",56730121600;57201975138;57195231862;57203423554;57189464792;24597822100;35387683300;13309480600;6506102243;7202035961;,3D-printed flexible device combining sampling and detection of explosives,2019,"Sensors and Actuators, B: Chemical",292,,,308,313,,88,10.1016/j.snb.2019.04.126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065106547&doi=10.1016%2fj.snb.2019.04.126&partnerID=40&md5=942ef581605db884536debf0148a922e,"Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Unidade Técnico-Científica, Superintendência Regional do Departamento de Polícia Federal em MG, Uberlândia, MG  38408-680, Brazil; Instituto de Química, Universidade de São Paulo, São Paulo SP, 05508-00, Brazil","Cardoso, R.M., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Castro, S.V.F., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Silva, M.N.T., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Lima, A.P., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Santana, M.H.P., Unidade Técnico-Científica, Superintendência Regional do Departamento de Polícia Federal em MG, Uberlândia, MG  38408-680, Brazil; Nossol, E., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Silva, R.A.B., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Richter, E.M., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil; Paixão, T.R.L.C., Instituto de Química, Universidade de São Paulo, São Paulo SP, 05508-00, Brazil; Muñoz, R.A.A., Instituto de Química, Universidade Federal de Uberlândia, Uberlândia, MG  38408-100, Brazil",3D-Printed sensor; Forensic; Fused deposition modelling; Graphene; Stripping metals; TNT,"3D modeling; Chlorine compounds; Deposition; Electrodes; Electrolytes; Explosives; Explosives detection; Fused Deposition Modeling; Graphene; Nanoribbons; Voltammetry; 2 ,4 ,6-trinitrotoluene; Crime scene investigations; Detection of explosives; Electrochemical sensing; Forensic; Fused deposition modelling; Printed sensors; Square wave voltammetry; 3D printers","Muñoz, R.A.A.; Instituto de Química, Brazil; email: munoz@ufu.br",Article,Final,,Scopus,2-s2.0-85065106547,,INTERPOL 2023,Explosives,Explosives
"Novotný F., Urbanová V., Plutnar J., Pumera M.",56404653800;22982446100;6504816138;16246120900;,Preserving Fine Structure Details and Dramatically Enhancing Electron Transfer Rates in Graphene 3D-Printed Electrodes via Thermal Annealing: Toward Nitroaromatic Explosives Sensing,2019,ACS Applied Materials and Interfaces,11,38,,35371,35375,,84,10.1021/acsami.9b06683,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072686993&doi=10.1021%2facsami.9b06683&partnerID=40&md5=d55d9d54bb90b164fce44903725b3060,"Center for Advanced Functional Nanorobots, Dept. of Inorganic Chemistry, Faculty of Chemical Technology, University of Chemistry and Technology in Prague, Technická 5, Prague, CZ-166 28, Czech Republic; Department of Chemical and Biomolecular Engineering, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul, 03722, South Korea; Future Energy and Innovation Laboratory, Central European Institute of Technology, Brno University of Technology, Purkyňova 656/123, Brno, CZ-616 00, Czech Republic","Novotný, F., Center for Advanced Functional Nanorobots, Dept. of Inorganic Chemistry, Faculty of Chemical Technology, University of Chemistry and Technology in Prague, Technická 5, Prague, CZ-166 28, Czech Republic; Urbanová, V., Center for Advanced Functional Nanorobots, Dept. of Inorganic Chemistry, Faculty of Chemical Technology, University of Chemistry and Technology in Prague, Technická 5, Prague, CZ-166 28, Czech Republic; Plutnar, J., Center for Advanced Functional Nanorobots, Dept. of Inorganic Chemistry, Faculty of Chemical Technology, University of Chemistry and Technology in Prague, Technická 5, Prague, CZ-166 28, Czech Republic; Pumera, M., Center for Advanced Functional Nanorobots, Dept. of Inorganic Chemistry, Faculty of Chemical Technology, University of Chemistry and Technology in Prague, Technická 5, Prague, CZ-166 28, Czech Republic, Department of Chemical and Biomolecular Engineering, Yonsei University, 50 Yonsei-ro, Seodaemun-gu, Seoul, 03722, South Korea, Future Energy and Innovation Laboratory, Central European Institute of Technology, Brno University of Technology, Purkyňova 656/123, Brno, CZ-616 00, Czech Republic",3D printing; additive manufacturing; electrochemical sensor; explosives detection; fused deposition modeling,3D printers; Additives; Annealing; Aromatic compounds; Chemical activation; Composite materials; Conducting polymers; Deposition; Electrochemical sensors; Electron transitions; Explosives; Explosives detection; Fused Deposition Modeling; Graphene; Layered manufacturing; Reactor cores; 3-D printing; Conductive polymer composites; Electron transfer rates; Fused deposition modeling (FDM); Graphene-polymer composites; Industrial revolutions; Manufacturing sector; Nitroaromatic explosives; Electrochemical electrodes,"Pumera, M.; Center for Advanced Functional Nanorobots, Technická 5, Czech Republic; email: pumera.research@gmail.com",Review,Final,,Scopus,2-s2.0-85072686993,,INTERPOL 2023,Explosives,Explosives
"Montes-Garcia V., Squillaci M.A., Diez-Castellnou M., Ong Q.K., Stellacci F., Samorì P.",56179234900;56560102300;56026244000;12546155800;6603088116;7004633969;,Chemical sensing with Au and Ag nanoparticles,2021,Chemical Society Reviews,50,2,,1269,1304,,82,10.1039/d0cs01112f,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100623832&doi=10.1039%2fd0cs01112f&partnerID=40&md5=c1303b0b370fd1c65dbe75845c5dc441,"University of Strasbourg, Cnrs, Isis Umr 7006, 8 Allee Gaspard Monge, Strasbourg, F-67000, France; Ecole Polytechnique Federale de Lausanne (EPFL), Department of Material Science, MXG 030 Station 12, Lausanne, 1015, Switzerland","Montes-Garcia, V., University of Strasbourg, Cnrs, Isis Umr 7006, 8 Allee Gaspard Monge, Strasbourg, F-67000, France; Squillaci, M.A., University of Strasbourg, Cnrs, Isis Umr 7006, 8 Allee Gaspard Monge, Strasbourg, F-67000, France; Diez-Castellnou, M., Ecole Polytechnique Federale de Lausanne (EPFL), Department of Material Science, MXG 030 Station 12, Lausanne, 1015, Switzerland; Ong, Q.K., Ecole Polytechnique Federale de Lausanne (EPFL), Department of Material Science, MXG 030 Station 12, Lausanne, 1015, Switzerland; Stellacci, F., Ecole Polytechnique Federale de Lausanne (EPFL), Department of Material Science, MXG 030 Station 12, Lausanne, 1015, Switzerland; Samorì, P., University of Strasbourg, Cnrs, Isis Umr 7006, 8 Allee Gaspard Monge, Strasbourg, F-67000, France",,Chemical analysis; Chemical sensors; Fabrication; Precious metals; Scaffolds; Scaffolds (biology); Silver nanoparticles; Chemical sensing; Health monitoring; High sensitivity; High surface-to-volume ratio; Molecular building blocks; Optical and electrical properties; Selective sensing; Supramolecular recognition; Metal nanoparticles,,Review,Final,"All Open Access, Green",Scopus,2-s2.0-85100623832,,INTERPOL 2023,Explosives,Explosives
"Yu Q., Li Z., Cao Q., Qu S., Jia Q.",57217200401;56770412300;57217160566;57208000663;7102029243;,Advances in luminescent metal-organic framework sensors based on post-synthetic modification,2020,TrAC - Trends in Analytical Chemistry,129,,115939,,,,81,10.1016/j.trac.2020.115939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086708320&doi=10.1016%2fj.trac.2020.115939&partnerID=40&md5=05c5b15633961b0a76e1fc0b863b09c7,"College of Chemistry, Jilin University, Changchun, 130012, China","Yu, Q., College of Chemistry, Jilin University, Changchun, 130012, China; Li, Z., College of Chemistry, Jilin University, Changchun, 130012, China; Cao, Q., College of Chemistry, Jilin University, Changchun, 130012, China; Qu, S., College of Chemistry, Jilin University, Changchun, 130012, China; Jia, Q., College of Chemistry, Jilin University, Changchun, 130012, China",Biomarker; Biomolecule detection; Fluorescence detection; Luminescent metal-organic frameworks; Nitroaromatic explosive; Porous material; Post-synthetic modification; Sensing,"Aromatic compounds; Drug delivery; Explosives detection; Luminescence; Organic polymers; organic-inorganic materials; Organometallics; Petroleum prospecting; Volatile organic compounds; Development prospects; Luminescent metal-organic frameworks; Metalorganic frameworks (MOFs); Nitroaromatic explosives; Organic-inorganic hybrid crystals; Postsynthetic modification; Response mechanisms; Sensing applications; Metal-Organic Frameworks; 2,4 dinitrotoluene; aluminum; ammonia; aromatic nitro compound; bilirubin; cadmium; carbon dioxide; copper ion; ethylbenzene; explosive; ferric ion; formaldehyde; glutathione; hydrogen sulfide; ion; mercury; metal organic framework; nitrobenzene; silver; toluene; trinitrotoluene; volatile organic compound; xylene; air pollutant; chemical modification; colorimetry; covalent post synthetic modification; dative post synthetic modification; encapsulation post synthetic modification; fluorescence; human; post synthetic modification; priority journal; quantum yield; Review; synthesis; tandem post synthetic modification","Jia, Q.; College of Chemistry, China; email: jiaqiong@jlu.edu.cn",Review,Final,,Scopus,2-s2.0-85086708320,,INTERPOL 2023,Explosives,Explosives
"Brzechwa-Chodzyńska A., Drożdż W., Harrowfield J., Stefankiewicz A.R.",57217161702;56725344700;35433105100;8917344500;,Fluorescent sensors: A bright future for cages,2021,Coordination Chemistry Reviews,434,,213820,,,,80,10.1016/j.ccr.2021.213820,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101211201&doi=10.1016%2fj.ccr.2021.213820&partnerID=40&md5=85673e47baf519c03a7b11337fb63817,"Faculty of Chemistry, Adam Mickiewicz University, Uniwersytetu Poznańskiego 8, Poznań, 61-614, Poland; Center for Advanced Technologies, Uniwersytetu Poznańskiego 10, Poznań, 61-614, Poland; ISIS, Université de Strasbourg, Strasbourg, 67083, France","Brzechwa-Chodzyńska, A., Faculty of Chemistry, Adam Mickiewicz University, Uniwersytetu Poznańskiego 8, Poznań, 61-614, Poland, Center for Advanced Technologies, Uniwersytetu Poznańskiego 10, Poznań, 61-614, Poland; Drożdż, W., Faculty of Chemistry, Adam Mickiewicz University, Uniwersytetu Poznańskiego 8, Poznań, 61-614, Poland, Center for Advanced Technologies, Uniwersytetu Poznańskiego 10, Poznań, 61-614, Poland; Harrowfield, J., ISIS, Université de Strasbourg, Strasbourg, 67083, France; Stefankiewicz, A.R., Faculty of Chemistry, Adam Mickiewicz University, Uniwersytetu Poznańskiego 8, Poznań, 61-614, Poland, Center for Advanced Technologies, Uniwersytetu Poznańskiego 10, Poznań, 61-614, Poland",Chemosensor; Encapsulation; Fluorescence cage; Host–guest system; Trackable detection,,"Stefankiewicz, A.R.; Faculty of Chemistry, Uniwersytetu Poznańskiego 8, Poland; email: ars@amu.edu.pl",Review,Final,,Scopus,2-s2.0-85101211201,,INTERPOL 2023,Explosives,Explosives
"Qin J.-H., Huang Y.-D., Shi M.-Y., Wang H.-R., Han M.-L., Yang X.-G., Li F.-F., Ma L.-F.",41961394200;57208030500;57213819204;56081350500;20734069500;36674198700;55740809700;7403574045;,Aqueous-phase detection of antibiotics and nitroaromatic explosives by an alkali-resistant Zn-MOF directed by an ionic liquid,2020,RSC Advances,10,3,,1439,1446,,79,10.1039/c9ra08733h,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078071074&doi=10.1039%2fc9ra08733h&partnerID=40&md5=261670ebfada25e0a5ad7a29d15c42a8,"College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China; College of Chemistry and Chemical Engineering, Henan Polytechnic University, Jiaozuo, 454000, China; College of Chemistry and Molecular Engineering, Zhengzhou University, Zhengzhou, 450001, China","Qin, J.-H., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China; Huang, Y.-D., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China, College of Chemistry and Chemical Engineering, Henan Polytechnic University, Jiaozuo, 454000, China; Shi, M.-Y., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China; Wang, H.-R., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China; Han, M.-L., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China; Yang, X.-G., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China; Li, F.-F., College of Chemistry and Chemical Engineering, Henan Polytechnic University, Jiaozuo, 454000, China; Ma, L.-F., College of Chemistry and Chemical Engineering, Henan Key Laboratory of Function-Oriented Porous Materials, Luoyang Normal University, Luoyang, 471934, China, College of Chemistry and Molecular Engineering, Zhengzhou University, Zhengzhou, 450001, China",,Antibiotics; Aromatic compounds; Chemical stability; Explosives; Ionic liquids; Quenching; Signal detection; Sodium hydroxide; Zinc compounds; Alkali resistant; Framework structures; NaOH solutions; Nitroaromatic explosives; Nitrofurantoin; Organic moiety; Tetracarboxylic acid; Water solutions; Explosives detection,"Wang, H.-R.; College of Chemistry and Chemical Engineering, China; email: wanghrly@126.com",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85078071074,,INTERPOL 2023,Explosives,Explosives
"Novitskaya E., Kelly J.P., Bhaduri S., Graeve O.A.",24468535200;55263196000;36107415500;14071133400;,A review of solution combustion synthesis: an analysis of parameters controlling powder characteristics,2021,International Materials Reviews,66,3,,188,214,,79,10.1080/09506608.2020.1765603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086936211&doi=10.1080%2f09506608.2020.1765603&partnerID=40&md5=aac192f031ec1382deed514e3ca5c52e,"Department of Mechanical and Aerospace Engineering, University of California, San Diego, CA, United States; Department of Mechanical, Industrial and Manufacturing Engineering, University of Toledo, Toledo, OH, United States","Novitskaya, E., Department of Mechanical and Aerospace Engineering, University of California, San Diego, CA, United States; Kelly, J.P., Department of Mechanical and Aerospace Engineering, University of California, San Diego, CA, United States; Bhaduri, S., Department of Mechanical, Industrial and Manufacturing Engineering, University of Toledo, Toledo, OH, United States; Graeve, O.A., Department of Mechanical and Aerospace Engineering, University of California, San Diego, CA, United States",agglomeration; ceramics; Combustion synthesis; dynamic light scattering; nanocrystals; nanomaterials; powders; processing,Combustion synthesis; Crystallite size; Light scattering; Nanocrystals; Particle size; Particle size analysis; Powders; Throughput; Ceramic; Dynamic light-scattering; Dynamic-light scatterings; High surface area; High-throughput; Material science; Powder characteristics; Solution combustion synthesis; Synthesis techniques; Versatile methods; Agglomeration,"Graeve, O.A.; Department of Mechanical and Aerospace Engineering, 9500 Gilman Drive–MC 0411, La Jolla, United States; email: ograeve@ucsd.edu",Review,Final,,Scopus,2-s2.0-85086936211,,INTERPOL 2023,Explosives,Explosives
"Zhang J., Jin B., Li X., Hao W., Huang T., Lei B., Guo Z., Shen J., Peng R.",57210152969;56597403600;57214755228;57216912246;57216912666;57218542805;57092841600;14526019700;7102381552;,Study of H2AzTO-based energetic metal-organic frameworks for catalyzing the thermal decomposition of ammonium perchlorate,2021,Chemical Engineering Journal,404,,126287,,,,77,10.1016/j.cej.2020.126287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089554420&doi=10.1016%2fj.cej.2020.126287&partnerID=40&md5=99be9a3438106fab719a0fee6ccbf3db,"State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China","Zhang, J., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Jin, B., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Li, X., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Hao, W., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Huang, T., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Lei, B., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Guo, Z., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Shen, J., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China; Peng, R., State Key Laboratory of Environment-friendly Energy Materials, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang, 621010, China","5,5′-Azotetrazole-1,1′-diol; Ammonium perchlorate; Catalyst; Energy materials",Catalysts; Cobalt compounds; Copper compounds; Decomposition; Detonation; Differential scanning calorimetry; Heavy metals; Inorganic compounds; Metal complexes; Metal-Organic Frameworks; Nickel compounds; Organometallics; Synthesis (chemical); Thermogravimetric analysis; Thermolysis; Ammonium perchlorates; Application prospect; As-ligands; Detonation performance; Energy property; Low sensitivity; Mechanical sensitivity; Thermogravimetry analysis; Cadmium compounds,"Jin, B.; State Key Laboratory of Environment-friendly Energy Materials, China; email: jinbo0428@163.com",Article,Final,,Scopus,2-s2.0-85089554420,,INTERPOL 2023,Explosives,Explosives
"Satya Bharati M.S., Chandu B., Rao S.V.",57193805372;57193802221;57209992249;,Explosives sensing using Ag-Cu alloy nanoparticles synthesized by femtosecond laser ablation and irradiation,2019,RSC Advances,9,3,,1517,1525,,77,10.1039/C8RA08462A,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060116748&doi=10.1039%2fC8RA08462A&partnerID=40&md5=235210406ccd377e30261564462be5e7,"Advanced Centre for Research in High Energy Materials (ACRHEM), University of Hyderabad, Prof. C. R. Rao Road, Hyderabad, Telangana  500046, India","Satya Bharati, M.S., Advanced Centre for Research in High Energy Materials (ACRHEM), University of Hyderabad, Prof. C. R. Rao Road, Hyderabad, Telangana  500046, India; Chandu, B., Advanced Centre for Research in High Energy Materials (ACRHEM), University of Hyderabad, Prof. C. R. Rao Road, Hyderabad, Telangana  500046, India; Rao, S.V., Advanced Centre for Research in High Energy Materials (ACRHEM), University of Hyderabad, Prof. C. R. Rao Road, Hyderabad, Telangana  500046, India",,Ablation; Aromatic compounds; Binary alloys; Copper alloys; Electromagnetic pulse; Explosives; Explosives detection; Femtosecond lasers; Irradiation; Laser ablation; Molecules; Raman scattering; Superconducting tapes; Surface plasmon resonance; Surface scattering; Synthesis (chemical); Analyte molecules; Detection of explosives; Elemental mapping; Enhancement factor; Laser ablation in liquid; Reproducibilities; Surface enhanced Raman Scattering (SERS); UV-visible absorption; Silver alloys,"Rao, S.V.; Advanced Centre for Research in High Energy Materials (ACRHEM), Prof. C. R. Rao Road, India; email: soma_venu@uohyd.ac.in",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85060116748,,INTERPOL 2023,Explosives,Explosives
"Mosca S., Conti C., Stone N., Matousek P.",56950221700;35395864300;7202511172;7005659005;,Spatially offset Raman spectroscopy,2021,Nature Reviews Methods Primers,1,1,21,,,,75,10.1038/s43586-021-00019-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130488149&doi=10.1038%2fs43586-021-00019-0&partnerID=40&md5=dd9004ffa65fa7bd611b64b2d68424c8,"Central Laser Facility, STFC Rutherford Appleton Laboratory, Harwell Campus, Didcot, United Kingdom; Consiglio Nazionale delle Ricerche (CNR), Istituto di Scienze del Patrimonio Culturale (ISPC), Milan, Italy; School of Physics and Astronomy, University of Exeter, Exeter, United Kingdom","Mosca, S., Central Laser Facility, STFC Rutherford Appleton Laboratory, Harwell Campus, Didcot, United Kingdom; Conti, C., Consiglio Nazionale delle Ricerche (CNR), Istituto di Scienze del Patrimonio Culturale (ISPC), Milan, Italy; Stone, N., School of Physics and Astronomy, University of Exeter, Exeter, United Kingdom; Matousek, P., Central Laser Facility, STFC Rutherford Appleton Laboratory, Harwell Campus, Didcot, United Kingdom",,,"Matousek, P.; Central Laser Facility, United Kingdom; email: Pavel.Matousek@stfc.ac.uk
Conti, C.; Consiglio Nazionale delle Ricerche (CNR), Italy; email: claudia.conti@cnr.it
Stone, N.; School of Physics and Astronomy, United Kingdom; email: N.Stone@exeter.ac.uk",Review,Final,,Scopus,2-s2.0-85130488149,,INTERPOL 2023,Explosives,Explosives
"Sisco E., Forbes T.P.",55761521300;22955635800;,Forensic applications of DART-MS: A review of recent literature,2021,Forensic Chemistry,22,,100294,,,,69,10.1016/j.forc.2020.100294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096656895&doi=10.1016%2fj.forc.2020.100294&partnerID=40&md5=97c8dd5b5e9e5b9405759df8025eb9cc,"National Institute of Standards and Technology, 100 Bureafu Drive, Gaithersburg, MD  20899, United States","Sisco, E., National Institute of Standards and Technology, 100 Bureafu Drive, Gaithersburg, MD  20899, United States; Forbes, T.P., National Institute of Standards and Technology, 100 Bureafu Drive, Gaithersburg, MD  20899, United States",DART-MS; Direct analysis in real time; Forensic science; Mass spectrometry,,"Sisco, E.; National Institute of Standards and Technology, 100 Bureafu Drive, United States; email: edward.sisco@nist.gov",Review,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85096656895,,INTERPOL 2023,Explosives,Explosives
"Gao R., Song X., Zhan C., Weng C., Cheng S., Guo K., Ma N., Chang H., Guo Z., Luo L.-B., Yu L.",37033947300;57205608355;57216364019;57216362564;56443110700;57202745333;57203198498;57216367539;57204198558;8523035900;7404163996;,Light trapping induced flexible wrinkled nanocone SERS substrate for highly sensitive explosive detection,2020,"Sensors and Actuators, B: Chemical",314,,128081,,,,65,10.1016/j.snb.2020.128081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083288012&doi=10.1016%2fj.snb.2020.128081&partnerID=40&md5=5341d87029ebb1e2e466afcbe440a668,"School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China; School of Computer and Information, Hefei University of Technology, Hefei, 230009, China; School of Electronic Sciences and Applied Physics, Hefei University of Technology, Hefei, 230009, China; Polaris Scientific Instrument (Suzhou) Co., Ltd., Suzhou, 215163, China","Gao, R., School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China; Song, X., School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China; Zhan, C., School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China; Weng, C., School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China; Cheng, S., School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China; Guo, K., School of Computer and Information, Hefei University of Technology, Hefei, 230009, China; Ma, N., Polaris Scientific Instrument (Suzhou) Co., Ltd., Suzhou, 215163, China; Chang, H., Polaris Scientific Instrument (Suzhou) Co., Ltd., Suzhou, 215163, China; Guo, Z., School of Computer and Information, Hefei University of Technology, Hefei, 230009, China; Luo, L.-B., School of Electronic Sciences and Applied Physics, Hefei University of Technology, Hefei, 230009, China; Yu, L., School of Instrument Science and Opto-electronic Engineering, Hefei University of Technology, Hefei, 230009, China",Flexible materials; Light trapping; Nanocone; Nanowrinkle; SERS,Charge transfer; Electromagnetic fields; Explosives; Gold coatings; Molecules; Nanostructures; Raman spectroscopy; Sols; Substrates; Charge transfer interaction; Colloidal lithography; Detection sensitivity; High reproducibility; Light trapping effects; Oxygen plasma etching; Sensitive explosive; Ultra low concentration; Explosives detection,"Gao, R.; School of Instrument Science and Opto-electronic Engineering, China; email: rkgao@hfut.edu.cn",Article,Final,,Scopus,2-s2.0-85083288012,,INTERPOL 2023,Explosives,Explosives
